id	name	type_etablissement	nb_etablissements	funnel_stage	address	phone	linkedin_url	DUI	employees	tagline	summary	notes	next_action	created_by	created_at	updated_by	updated_at	website	industry	uses_netsoins	score_icp	city	region	country
ehpad-de-bellevaux	EHPAD de Bellevaux	Groupe		Premier contact	29 quai de strasbourg	0381614200		Inconnu	204			Groupe: CLS de Bellevaux | Finess: 250000429 | Lits: 204 | Hébergement min: 2 348,40  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Besançon	Bourgogne-Franche-Comté	France
ehpad-de-l-hopital-de-bourbon-lancy	EHPAD de l'hôpital de Bourbon-Lancy	Groupe		Premier contact	Allée d’Aligre	0385896060		Inconnu	214			Groupe: Centre hospitalier Bourbon-Lancy - Fondation Aligre | Finess: 710970252 | Lits: 214 | Hébergement min: 2 113,80  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Bourbon-Lancy	Bourgogne-Franche-Comté	France
ehpad-du-centre-hospitalier-du-tonnerrois	EHPAD du Centre Hôspitalier du Tonnerrois	Groupe		Premier contact	Rue des Jumeriaux	0386543300		Inconnu	216			Groupe: Centre Hospitalier du Tonnerrois | Finess: 890971633 | Lits: 216 | Hébergement min: 1 964,10  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Tonnerre	Bourgogne-Franche-Comté	France
ehpad-du-centre-hospitalier-de-decize	EHPAD du Centre hospitalier de Decize	Groupe		Premier contact	Rue de Virlogeux	0386777879		Inconnu	214			Groupe: Centre hospitalier de Decize | Finess: 580782134 | Lits: 214 | Hébergement min: 1 947,60  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Decize	Bourgogne-Franche-Comté	France
ehpad-centre-hospitalier-de-dijon-champmaillot	EHPAD Centre hospitalier de Dijon - Champmaillot	Groupe		Premier contact	2 rue Jules Violle	0380293971		Inconnu	208			Groupe: CHU de Dijon Bourgogne | Finess: 210983532 | Lits: 208 | Hébergement min: 183,90  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Dijon	Bourgogne-Franche-Comté	France
ehpad-du-centre-hospitalier-des-marches-de-bretagne	EHPAD du Centre hospitalier des marches de Bretagne	Groupe		Premier contact	1 rue Jean-Marie Laloy	0299983133		Inconnu	1492			Groupe: Centre hospitalier des marches de Bretagne | Finess: 350013645 | Lits: 1492 | Hébergement min: 2 243,40  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Val-Couesnon	Bretagne	France
ehpad-de-lamballe	EHPAD de Lamballe	Groupe		Premier contact	13 rue du Jeu de Paume	0296501500		Inconnu	486			Groupe: Centre hospitalier du Penthièvre et du Poudouvre | Finess: 220006498 | Lits: 486 | Hébergement min: 2 257,20  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Lamballe-Armor	Bretagne	France
ehpad-de-ker-radeneg	EHPAD de Ker Radeneg	Groupe		Premier contact	20 allée Claude Dervenn	0290264594		Inconnu	503			Groupe: Centre hospitalier Intercommunal Cornouaille - CHIC Quimper | Finess: 290025352 | Lits: 503 | Hébergement min: 2 049,60  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Quimper	Bretagne	France
ehpad-les-capucins	EHPAD Les capucins	Indépendant		Premier contact	17 rue des Capucins	0296017123		Inconnu	472			Groupe:  | Finess: 220006597 | Lits: 472 | Hébergement min: 2 160,90  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	0	Saint-Brieuc	Bretagne	France
ehpad-du-centre-hospitalier-de-treguier	EHPAD du Centre hospitalier de Tréguier	Groupe		Premier contact	Allée Saint Michel	0296923072		Inconnu	422			Groupe: Centre Hospitalier Treguier | Finess: 220006407 | Lits: 422 | Hébergement min: 2 009,40  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Tréguier	Bretagne	France
ehpad-de-plougastel-daoulas	EHPAD de Plougastel Daoulas	Groupe		Premier contact	40 rue François Guivarch	0298378787		Inconnu	332			Groupe: Hospitalité Saint-Thomas de Villeneuve (HSTV) | Finess: 290000892 | Lits: 332 | Hébergement min: 2 496,00  € | Typologie: Privé non lucratif		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Plougastel-Daoulas	Bretagne	France
ehpad-de-ploumagoar	EHPAD de Ploumagoar	Groupe		Premier contact	Pors Roue	0296110011		Inconnu	362			Groupe: Mutualité Bretagne Retraite | Finess: 220014898 | Lits: 362 | Hébergement min: 2 274,30  € | Typologie: Privé non lucratif		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Ploumagoar	Bretagne	France
ehpad-parc-du-carmel	EHPAD Parc du Carmel	Groupe		Premier contact	26 rue Vincent Rouille	0297464354		Inconnu	311			Groupe: Résidence Mareva | Finess: 560009649 | Lits: 311 | Hébergement min: 2 398,20  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Vannes	Bretagne	France
ehpad-du-centre-hospitalier-site-montfort-sur-meu	EHPAD du Centre hospitalier - Site Montfort sur Meu	Groupe		Premier contact	33 rue Saint-nicolas	0299098300		Inconnu	312			Groupe: Centre hospitalier de Brocéliande | Finess: 350006821 | Lits: 312 | Hébergement min: 2 099,10  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Montfort-sur-Meu	Bretagne	France
ehpad-du-centre-hospitalier	EHPAD du centre hospitalier	Groupe		Premier contact	1 rue du docteur Pouliquen	0298218050		Inconnu	290			Groupe: Centre hospitalier Ferdinand Grall Landerneau | Finess: 290004019 | Lits: 290 | Hébergement min: 2 157,60  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Landerneau	Bretagne	France
ehpad-les-abers-residence-de-kermaria	EHPAD Les Abers - Résidence de Kermaria	Groupe		Premier contact	9 rue du Couvent	0285295000		Inconnu	291			Groupe: EHPAD intercommunal Les Abers | Finess: 290002096 | Lits: 291 | Hébergement min: 2 147,70  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Lannilis	Bretagne	France
ehpad-jardin-anglais	EHPAD Jardin Anglais	Groupe		Premier contact	Rue Victor Basch	0296857869		Inconnu	300			Groupe: Groupe hospitalier Rance Emeraude - GHRE | Finess: 220005037 | Lits: 300 | Hébergement min: 2 082,30  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Dinan	Bretagne	France
ehpad-hstv-maison-de-moncontour	EHPAD HSTV - Maison de Moncontour	Groupe		Premier contact	1 place du Chauchix	0296693030		Inconnu	275			Groupe: Hospitalité Saint-Thomas de Villeneuve (HSTV) | Finess: 220000533 | Lits: 275 | Hébergement min: 2 170,80  € | Typologie: Privé non lucratif		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Moncontour	Bretagne	France
ehpad-ty-maudez	EHPAD Ty Maudez	Groupe		Premier contact	Rue Barbier de Lescoat	0298212900		Inconnu	263			Groupe: Centre Hospitalier Lesneven | Finess: 290007590 | Lits: 263 | Hébergement min: 2 260,20  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Lesneven	Bretagne	France
ehpad-les-embruns	EHPAD Les Embruns	Indépendant		Premier contact	Place de Bretagne	0296556095		Inconnu	288			Groupe:  | Finess: 220005052 | Lits: 288 | Hébergement min: 2 059,50  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	0	Paimpol	Bretagne	France
ehpad-saint-thomas-de-villeneuve	EHPAD Saint-Thomas de Villeneuve	Groupe		Premier contact	2 rue Hippolyte Fillioux	0299437140		Inconnu	255			Groupe: Hospitalité Saint-Thomas de Villeneuve (HSTV) | Finess: 350031795 | Lits: 255 | Hébergement min: 2 303,10  € | Typologie: Privé non lucratif		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Bain-de-Bretagne	Bretagne	France
ehpad-la-briantais	EHPAD La Briantais	Groupe		Premier contact	7 chemin du Vau Garni	0399212135		Inconnu	257			Groupe: Centre Communal d'Action Sociale (CCAS) | Finess: 350013637 | Lits: 257 | Hébergement min: 2 268,90  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Saint-Malo	Bretagne	France
ehpad-du-centre-hospitalier-de-guingamp	EHPAD du Centre hospitalier de Guingamp	Groupe		Premier contact	17 rue de l'Yser	0296445658		Inconnu	254			Groupe: Centre hospitalier de Guingamp | Finess: 220006514 | Lits: 254 | Hébergement min: 2 168,10  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Guingamp	Bretagne	France
ehpad-le-bois-joly	EHPAD Le bois joly	Groupe		Premier contact	Rue d'Arzano	0298966255		Inconnu	225			Groupe: Groupe hospitalier Bretagne Sud (GHBS) | Finess: 290003979 | Lits: 225 | Hébergement min: 2 339,10  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Quimperlé	Bretagne	France
ehpad-la-vallee	EHPAD La vallée	Groupe		Premier contact	9 rue Traon	0298788484		Inconnu	255			Groupe: Centre hospitalier de Lanmeur | Finess: 290004092 | Lits: 255 | Hébergement min: 2 026,20  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Lanmeur	Bretagne	France
ehpad-residence-l-abbaye	EHPAD Résidence L'Abbaye	Groupe		Premier contact	61 rue de Dinan	0299480177		Inconnu	200			Groupe: Residence de l'Abbaye | Finess: 350002390 | Lits: 200 | Hébergement min: 2 206,80  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Dol-de-Bretagne	Bretagne	France
ehpad-les-residences-de-bellevue	EHPAD Les Résidences de Bellevue	Groupe		Premier contact	Rue du Président Maulmont	0248578800		Inconnu	619			Groupe: EHPAD Les Terrasses de Bellevue | Finess: 180000424 | Lits: 619 | Hébergement min: 2 274,00  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Bourges	Centre-Val de Loire	France
ehpad-residence-les-grands-chenes	EHPAD Résidence Les Grands Chênes	Groupe		Premier contact	Gireugne	0254537750		Inconnu	574			Groupe: Centre départemental gériatrique d'Indre | Finess: 360006480 | Lits: 574 | Hébergement min: 2 213,10  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Saint-Maur	Centre-Val de Loire	France
ehpad-orangerie-oasis	EHPAD Orangerie & Oasis	Groupe		Premier contact	Rue de Pimpeneau	0254528040		Inconnu	514			Groupe: Centre hospitalier de Blois | Finess: 410003677 | Lits: 514 | Hébergement min: 2 173,20  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Vineuil	Centre-Val de Loire	France
ehpad-du-centre-hospitalier-de-chartres	EHPAD du Centre hospitalier de Chartres	Groupe		Premier contact	34 rue du Docteur Maunoury	0237303030		Inconnu	449			Groupe: Centre hospitalier de Chartres | Finess: 280006172 | Lits: 449 | Hébergement min: 2 371,50  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Chartres	Centre-Val de Loire	France
ehpad-andre-gibotteau	EHPAD André Gibotteau	Groupe		Premier contact	107 boulevard Kennedy	0254233333		Inconnu	479			Groupe: Centre hospitalier de Vendôme - Montoire | Finess: 410004378 | Lits: 479 | Hébergement min: 2 143,80  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Vendôme	Centre-Val de Loire	France
ehpad-grand-mail	EHPAD Grand-Mail	Groupe		Premier contact	Av des Martyrs de la Resistance	0247233020		Inconnu	443			Groupe: Centre hospitalier intercommunal Amboise Château Renault | Finess: 370004228 | Lits: 443 | Hébergement min: 2 141,40  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Amboise	Centre-Val de Loire	France
ehpad-vallee-du-cher	EHPAD Vallée du Cher	Groupe		Premier contact	2 place Sisley	0247803000		Inconnu	370			Groupe: Centre Communal d'Action Sociale (CCAS) | Finess: 370103368 | Lits: 370 | Hébergement min: 2 299,80  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Tours	Centre-Val de Loire	France
ehpad-du-centre-hospitalier-de-la-chatre	EHPAD du Centre hospitalier de la Châtre	Groupe		Premier contact	40 rue des Oiseaux	0254065440		Inconnu	345			Groupe: Centre hospitalier de la Châtre | Finess: 360007025 | Lits: 345 | Hébergement min: 1 832,40  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	1	La Châtre	Centre-Val de Loire	France
ehpad-vaux-de-chaume	EHPAD Vaux-de-Chaume	Groupe		Premier contact	1175 rue de la Forêt	0254712000		Inconnu	281			Groupe: Centre hospitalier de Saint-Aignan | Finess: 410003925 | Lits: 281 | Hébergement min: 2 161,50  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Saint-Aignan	Centre-Val de Loire	France
ehpad-du-champ-nadot	EHPAD du Champ Nadot	Groupe		Premier contact	19 rue de la Sologne	0248960822		Inconnu	299			Groupe: Centre Hospitalier de Saint Amand-Montrond | Finess: 180004848 | Lits: 299 | Hébergement min: 1 971,30  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Saint-Amand-Montrond	Centre-Val de Loire	France
ehpad-le-clos-mignot	EHPAD Le clos mignot	Groupe		Premier contact	28 avenue du Clos Mignot	0247553016		Inconnu	211			Groupe: Centre hospitalier Jean Pages de Luynes | Finess: 370000671 | Lits: 211 | Hébergement min: 2 527,80  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Luynes	Centre-Val de Loire	France
ehpad-debrou	EHPAD Debrou	Groupe		Premier contact	12 rue Debrou	0247684141		Inconnu	240			Groupe: EHPAD Debrou | Finess: 370000655 | Lits: 240 | Hébergement min: 2 136,00  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Joué-lès-Tours	Centre-Val de Loire	France
ehpad-pole-senior-pole-sante-sud-37	EHPAD pôle sénior - pôle santé SUD 37	Groupe		Premier contact	90 avenue du Général de Gaulle	0247723232		Inconnu	217			Groupe: Centre hospitalier de Saint-Maure-de-Touraine | Finess: 370000705 | Lits: 217 | Hébergement min: 2 355,30  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Sainte-Maure-de-Touraine	Centre-Val de Loire	France
ehpad-l-auverdiere-et-la-courtille	EHPAD L'auverdière et la courtille	Groupe		Premier contact	25 avenue Carnot	0247308585		Inconnu	233			Groupe: EHPAD L'auverdière et la courtille | Finess: 370000622 | Lits: 233 | Hébergement min: 2 091,90  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Bléré	Centre-Val de Loire	France
ehpad-pinconniere-du-centre-hospitalier	EHPAD Pinconnière du centre hospitalier	Groupe		Premier contact	Allee de Begon	0254558010		Inconnu	236			Groupe: Centre hospitalier de Blois | Finess: 410002059 | Lits: 236 | Hébergement min: 1 994,40  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Blois	Centre-Val de Loire	France
ehpad-paul-cabanis	EHPAD Paul Cabanis	Groupe		Premier contact	14 rue Frédéric Bazille	0238339416		Inconnu	232			Groupe: EPA Beaune La Rolande | Finess: 450010129 | Lits: 232 | Hébergement min: 2 001,00  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Beaune-la-Rolande	Centre-Val de Loire	France
ehpad-le-bois-fleuri	EHPAD Le bois fleuri	Groupe		Premier contact	Rue Passe Debout	0238744987		Inconnu	204			Groupe: Centre hospitalier régionale d'Orléans | Finess: 450018908 | Lits: 204 | Hébergement min: 2 212,20  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Saran	Centre-Val de Loire	France
ehpad-cher-sologne	EHPAD Cher Sologne	Groupe		Premier contact	Avenue Cher-Sologne	0254974235		Inconnu	207			Groupe: Établissement Public Autonome Cher Sologne | Finess: 410004337 | Lits: 207 | Hébergement min: 2 098,80  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Selles-sur-Cher	Centre-Val de Loire	France
residence-roux-du-chu	Résidence Roux du CHU	Groupe		Premier contact	1 boulevard docteur Roux	0326788060		Inconnu	820			Groupe: Centre hospitalier universitaire (CHU) | Finess: 510004278 | Lits: 820 | Hébergement min: 2 475,00  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Reims	Grand Est	France
ehpad-le-hameau-champenois	EHPAD Le Hameau Champenois	Groupe		Premier contact	137 rue de l’Hôpital Auban Moët	0326587085		Inconnu	325			Groupe: Centre hospitalier d'Épernay | Finess: 510006661 | Lits: 325 | Hébergement min: 2 430,00  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Épernay	Grand Est	France
residence-wilson	Résidence Wilson	Groupe		Premier contact	25 boulevard du Président Wilson	0326787235		Inconnu	344			Groupe: Centre hospitalier universitaire (CHU) | Finess: 510004286 | Lits: 344 | Hébergement min: 2 198,10  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Reims	Grand Est	France
ehpad-du-centre-departemental-de-repos-et-soins	EHPAD du Centre Départemental de Repos et Soins	Groupe		Premier contact	40 rue du Stauffen	0389804400		Inconnu	310			Groupe: Centre Départemental de Repos et Soins | Finess: 680003019 | Lits: 310 | Hébergement min: 2 376,30  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Colmar	Grand Est	France
ehpad-de-l-hopital	EHPAD de l'hôpital	Groupe		Premier contact	32 rue de l’Abbé Germini	0329371233		Inconnu	323			Groupe: Hôpital du Val-du-Madon | Finess: 880786371 | Lits: 323 | Hébergement min: 2 002,20  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Mirecourt	Grand Est	France
ehpad-bouxwiller	EHPAD Bouxwiller	Groupe		Premier contact	3 rue du Canal	0388715454		Inconnu	272			Groupe: EHPAD Bouxwiller | Finess: 670793694 | Lits: 272 | Hébergement min: 2 338,20  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Bouxwiller	Grand Est	France
ehpad-pompey-lay-saint-christophe	EHPAD Pompey-Lay Saint-Christophe	Groupe		Premier contact	3 rue de l'Avant-garde	0383917000		Inconnu	293			Groupe: Hôpital Local Intercommunal Pompey-Lay-Saint-Christophe | Finess: 540004363 | Lits: 293 | Hébergement min: 2 102,10  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Pompey	Grand Est	France
centre-pour-personnes-agees-colmar	Centre pour personnes âgées - Colmar	Groupe		Premier contact	122 rue du Logelbach	0389127000		Inconnu	256			Groupe: Hopitaux Civils de Colmar | Finess: 680004793 | Lits: 256 | Hébergement min: 2 376,90  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Colmar	Grand Est	France
ehpad-maison-de-sante-bethel	EHPAD Maison de Santé Bethel	Groupe		Premier contact	18 rue de la Victoire	0388561899		Inconnu	232			Groupe: Association Amreso Bethel | Finess: 670794635 | Lits: 232 | Hébergement min: 2 409,00  € | Typologie: Privé non lucratif		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Oberhausbergen	Grand Est	France
ehpad-des-5-vallees	EHPAD des 5 Vallées	Groupe		Premier contact	75 le Petit Himbaumont	0329422430		Inconnu	235			Groupe: CHI Hôpitaux du massif des Vosges | Finess: 880009204 | Lits: 235 | Hébergement min: 2 240,70  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Moyenmoutier	Grand Est	France
ehpad-de-l-hopital-la-grafenbourg	EHPAD de l'hôpital La Grafenbourg	Groupe		Premier contact	7 rue Alexandre Millerand	0390291600		Inconnu	222			Groupe: Hôpital La Grafenbourg | Finess: 670793702 | Lits: 222 | Hébergement min: 2 272,50  € | Typologie: Public		import-ehpad	2026-05-29			https://www.ch-lagrafenbourg.fr/	EHPAD	Inconnu	1	Brumath	Grand Est	France
ehpad-domaine-de-nazareth	EHPAD Domaine de Nazareth	Groupe		Premier contact	1 rue Maréchal Leclerc	0325832250		Inconnu	275			Groupe: Centre hospitalier de Troyes | Finess: 100005362 | Lits: 275 | Hébergement min: 1 788,30  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Pont-Sainte-Marie	Grand Est	France
ehpad-le-village	EHPAD Le Village	Groupe		Premier contact	Chemin de Bouy	0326696060		Inconnu	204			Groupe: Centre hospitalier Léon Bourgeois | Finess: 510003536 | Lits: 204 | Hébergement min: 2 020,50  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Châlons-en-Champagne	Grand Est	France
